ESIDNumber,Latitude,Longitude,eclipse_type,coverage,FirstContactDate,FirstContactTimeUTC,SecondContactTimeUTC,ThirdContactTimeUTC,FourthContactTimeUTC,TotalEclipseTimeUTC
869,30.5065166,-98.8301321,Total,100,4/8/2024,17:15:59,18:33:18,18:37:43,19:56:33,18:35:31
870,41.407742,-71.8148763,Partial,89.8,4/8/2024,18:14:22,0,0,20:38:19,19:28:32
871A,25.5173491,-103.4371976,Total,100,4/8/2024,16:59:46,18:16:45,18:20:55,19:41:17,18:18:50
871,39.1600096,-86.5882744,Total,100,4/8/2024,17:48:58,19:04:39,19:08:42,20:22:18,19:06:41
872,34.75144,-92.28925,Total,100,4/8/2024,17:33:26,18:51:28,18:54:01,20:11:27,18:52:45
873,40.207739,-84.305955,Total,100,4/8/2024,17:53:49,19:09:00,19:12:53,20:25:32,19:10:56
874,32.77622,-97.09121,Total,100,4/8/2024,17:22:47,18:40:27,18:43:39,20:02:06,18:42:03
875,36.7787149,-90.4292413,Total,100,4/8/2024,17:39:36,18:56:11,19:00:21,20:15:46,18:58:16
876,36.77501,-90.93178,Total,100,4/8/2024,17:38:50,18:55:25,18:59:33,20:15:04,18:57:29
877,36.8068494,-90.5477812,Total,100,4/8/2024,17:39:28,18:56:01,19:00:13,20:15:38,18:58:07
878,36.8949341,-90.3967577,Total,100,4/8/2024,17:39:50,18:56:22,19:00:33,20:15:54,18:58:28
879,36.8068494,-90.5477812,Total,100,4/8/2024,17:39:28,18:56:01,19:00:13,20:15:38,18:58:07
880,37.18296293,-89.66131726,Total,100,4/8/2024,17:41:24,18:57:54,19:01:59,20:17:07,18:59:57
881,37.284,-89.1653,Total,100,4/8/2024,17:42:19,18:58:55,19:02:44,20:17:51,19:00:50
882,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
883,36.7894841,-90.41492,Total,100,4/8/2024,17:39:38,18:56:14,19:00:23,20:15:48,18:58:19
884,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
885,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
886,34.75076,-92.28919,Total,100,4/8/2024,17:33:26,18:51:28,18:54:01,20:11:27,18:52:45
887,36.747454,-90.434402,Total,100,4/8/2024,17:39:32,18:56:09,19:00:18,20:15:44,18:58:14
888,45.97942,-60.22504,Partial,96.99,4/8/2024,18:31:31,0,0,20:45:30,19:40:48
889,45.4566667,-73.644167,Total,100,4/8/2024,18:14:14,19:26:34,19:28:08,20:36:43,19:27:21
890,41.139588,-81.4442947,Total,100,4/8/2024,17:59:14,19:14:13,19:17:08,20:29:05,19:15:40
891,41.138799,-81.4425,Total,100,4/8/2024,17:59:14,19:14:13,19:17:08,20:29:05,19:15:41
892,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
893,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
894,41.2667717,-82.3261822,Total,100,4/8/2024,17:58:04,19:12:36,19:16:28,20:28:08,19:14:32
895,34.57056,-94.27029,Total,100,4/8/2024,17:30:08,18:47:15,18:51:20,20:08:21,18:49:18
896,40.13944,-75.24009,Partial,89.42,4/8/2024,18:08:07,0,0,20:35:02,19:23:36
897,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
898,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
899,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
900,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
901,40.96383,-81.55973,Total,100,4/8/2024,17:58:52,19:14:12,19:16:35,20:28:54,19:15:24
902,41.13541,-82.21573,Total,100,4/8/2024,17:58:04,19:12:44,19:16:27,20:28:14,19:14:36
903,41.01536,-81.35731,Total,100,4/8/2024,17:59:14,19:14:38,19:16:47,20:29:09,19:15:43
904,43.82037,-73.49393,Partial,99.95,4/8/2024,18:13:19,0,0,20:37:04,19:27:10
905,42.42045,-71.2371,Partial,92.99,4/8/2024,18:15:46,0,0,20:38:55,19:29:31
906,42.10508,-79.4981,Total,100,4/8/2024,18:03:10,19:17:17,19:20:31,20:31:21,19:18:54
907,44.5064115,-74.9499764,Total,100,4/8/2024,18:11:47,19:23:53,19:27:21,20:35:45,19:25:37
908,44.5054843,-74.9494607,Total,100,4/8/2024,18:11:47,19:23:53,19:27:21,20:35:45,19:25:37
909,42.5243,-83.155,Partial,98.75,4/8/2024,17:58:22,0,0,20:27:27,19:14:14
910,42.8435434,-76.9886943,Total,100,4/8/2024,18:07:32,19:21:25,19:23:39,20:33:55,19:22:32
911,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
912,42.0729086,-71.450002,Partial,91.91,4/8/2024,18:15:17,0,0,20:38:43,19:29:10
913,30.149681,-98.0432689,Total,100,4/8/2024,17:16:27,18:34:52,18:37:35,19:57:22,18:36:13
914,32.55141,-97.09196,Total,100,4/8/2024,17:22:21,18:39:48,18:43:36,20:01:51,18:41:42
915,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
916,43.07334702,-77.81481803,Total,100,4/8/2024,18:06:33,19:19:45,19:23:24,20:33:08,19:21:34
917,42.02661947,-74.18379146,Partial,95.03,4/8/2024,18:11:05,0,0,20:36:24,19:25:46
918,29.8022951,-98.3969175,Total,100,4/8/2024,17:15:16,18:33:46,18:36:19,19:56:19,18:35:03
919,43.99088,-69.63999,Partial,97.11,4/8/2024,18:18:50,0,0,20:40:07,19:31:39
920,43.18657,-77.75444,Total,100,4/8/2024,18:06:44,19:19:51,19:23:33,20:33:11,19:21:42
921,37.69564,-89.31541,Total,100,4/8/2024,17:42:43,18:58:59,19:03:07,20:17:55,19:01:03
922,44.347197,-72.993761,Total,100,4/8/2024,18:14:22,19:26:30,19:29:15,20:37:26,19:27:53
923,38.03153,-78.52409,Partial,86.49,4/8/2024,18:00:52,0,0,20:30:54,19:17:42
924,45.128094,-72.297558,Total,100,4/8/2024,18:15:49,19:27:04,19:30:35,20:37:54,19:28:49
925,45.427141,-73.935098,Total,100,4/8/2024,18:13:50,19:26:34,19:27:29,20:36:29,19:27:01
926,43.5687744,-71.7461471,Partial,97.73,4/8/2024,18:15:39,0,0,20:38:31,19:29:10
927,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
928,30.5624642,-97.7755493,Total,100,4/8/2024,17:17:37,18:35:41,18:39:03,19:58:21,18:37:22
929,38.49779,-88.26842,Total,100,4/8/2024,17:45:30,19:01:31,19:05:30,20:19:48,19:03:30
930,38.48962,-88.25138,Total,100,4/8/2024,17:45:31,19:01:31,19:05:31,20:19:49,19:03:32
931,42.92788,-76.53153,Total,100,4/8/2024,18:08:16,19:22:19,19:23:58,20:34:21,19:23:09
932,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
933,42.62369369,-78.5394427,Total,100,4/8/2024,18:05:04,19:18:42,19:22:10,20:32:23,19:20:26
934,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
935,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
936,41.53953,-81.32313,Total,100,4/8/2024,17:59:52,19:14:15,19:17:57,20:29:18,19:16:06
937,36.97123,-90.2074,Total,100,4/8/2024,17:40:14,18:56:46,19:00:56,20:16:13,18:58:51
938,41.32766,-85.69758,Partial,98.66,4/8/2024,17:53:15,0,0,20:24:13,19:09:51
939,45.128507,-72.295065,Total,100,4/8/2024,18:15:49,19:27:04,19:30:35,20:37:54,19:28:50
940,30.671389,-96.301389,Partial,98.7,4/8/2024,17:20:03,0,0,20:00:50,18:40:01
941,45.430828,-73.94475,Total,100,4/8/2024,18:13:49,19:26:36,19:27:25,20:36:28,19:27:01
942,45.412799,-73.944045,Total,100,4/8/2024,18:13:48,19:26:28,19:27:33,20:36:28,19:27:00
943,45.402917,-73.941094,Total,100,4/8/2024,18:13:48,19:26:24,19:27:37,20:36:29,19:27:01
944,40.6076191,-82.3056,Total,100,4/8/2024,17:57:20,19:12:56,19:15:16,20:27:58,19:14:06
945,41.4565013,-81.2047232,Total,100,4/8/2024,17:59:57,19:14:28,19:17:57,20:29:25,19:16:13
946,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
947,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
948,41.6651,-83.6749,Total,100,4/8/2024,17:56:34,19:12:28,19:13:25,20:26:42,19:12:56
949,42.881297,-76.9874377,Total,100,4/8/2024,18:07:34,19:21:20,19:23:45,20:33:55,19:22:33
950,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
951,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
952,29.5291458,-99.6894972,Total,100,4/8/2024,17:12:52,18:30:12,18:34:37,19:53:49,18:32:25
953,39.403308,-86.315939,Total,100,4/8/2024,17:49:43,19:05:18,19:09:20,20:22:45,19:07:19
954,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
955,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
956,32.660075,-96.792436,Total,100,4/8/2024,17:22:59,18:40:21,18:44:23,20:02:27,18:42:22
957,42.4540743,-79.3371685,Total,100,4/8/2024,18:03:45,19:17:27,19:21:09,20:31:33,19:19:18
958,44.69318,-73.29719,Total,100,4/8/2024,18:14:10,19:25:50,19:29:22,20:37:09,19:27:36
959,41.67554,-81.21315,Total,100,4/8/2024,18:00:10,19:14:27,19:18:13,20:29:27,19:16:20
960,34.756604,-92.429643,Total,100,4/8/2024,17:33:14,18:51:01,18:54:02,20:11:15,18:52:32
961,33.21220014,-96.58427877,Total,100,4/8/2024,17:24:19,18:42:00,18:45:07,20:03:23,18:43:33
962,37.60759,-89.2466,Total,100,4/8/2024,17:42:41,18:58:59,19:03:08,20:17:57,19:01:04
963,41.53953,-81.32313,Total,100,4/8/2024,17:59:52,19:14:15,19:17:57,20:29:18,19:16:06
964,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
965,41.638538,-80.495206,Total,100,4/8/2024,18:01:12,19:15:43,19:18:52,20:30:13,19:17:17
966,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
967,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
968,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
